name,build_time
t2_c1_6r8s3o,0.705291
t2_c1_6r8s5o,0.973123
t2_c1_7r4s6o,0.977978
t2_c1_8r2s7o,0.927172
t2_c1_8r4s7o,1.314703
t2_c1_8r8s7o,1.385485
t2_c1_rect0,1.324011
t2_c1_rect1,1.286835
t2_c2_13r3s12o,1.468248
t2_c2_2r128s1o,1.211444
t2_c2_2r16s1o,1.221105
t2_c2_2r256s1o,1.236455
t2_c2_2r2s1o,1.234693
t2_c2_2r32s1o,1.235870
t2_c2_2r4s1o,1.204182
t2_c2_2r64s1o,1.233392
t2_c2_2r8s1o,1.232774
t2_c2_3r127s1o,1.292686
t2_c2_3r16s1o,1.278062
t2_c2_3r16s2o,1.097109
t2_c2_3r2s1o,0.981047
t2_c2_3r2s1orect,0.716471
t2_c2_3r2s2o,0.807877
t2_c2_3r32s1o,0.967136
t2_c2_3r32s2o,0.733139
t2_c2_3r4s1o,1.042791
t2_c2_3r4s2o,1.100897
t2_c2_3r64s1o,1.274358
t2_c2_3r7s1o,1.270268
t2_c2_3r8s1o,0.910517
t2_c2_3r8s2o,0.716302
t2_c2_4r16s1o,0.760003
t2_c2_4r16s2o,0.714074
t2_c2_4r16s3o,0.823574
t2_c2_4r2s1o,0.915045
t2_c2_4r2s2o,1.292304
t2_c2_4r2s2omixed,1.092236
t2_c2_4r2s3o,1.105267
t2_c2_4r31s2o,0.892055
t2_c2_4r3s1o,0.990178
t2_c2_4r3s2o,0.847073
t2_c2_4r4s1o,0.737134
t2_c2_4r4s2o,1.057446
t2_c2_4r4s3o,1.102021
t2_c2_4r7s1o,1.325143
t2_c2_4r7s2o,1.294798
t2_c2_4r8s1o,0.939902
t2_c2_4r8s1operm,0.723700
t2_c2_4r8s1operm2,0.725403
t2_c2_4r8s2o,0.859670
t2_c2_4r8s3o,0.836978
t2_c2_5r15s2o,1.242524
t2_c2_5r16s1o,1.119886
t2_c2_5r16s2o,1.355770
t2_c2_5r2s1o,0.960142
t2_c2_5r2s2o,0.953465
t2_c2_5r2s3o,0.764053
t2_c2_5r2s4o,0.766746
t2_c2_5r3s1o,0.858644
t2_c2_5r3s2o,0.851393
t2_c2_5r3s3o,1.078500
t2_c2_5r3s4o,1.078243
t2_c2_5r4s1o,1.077466
t2_c2_5r4s1ostride,1.082112
t2_c2_5r4s2o,1.343259
t2_c2_5r4s2operm,1.108505
t2_c2_5r4s3o,1.101928
t2_c2_5r4s4o,0.761039
t2_c2_5r7s2o,0.905286
t2_c2_5r8s1o,0.759418
t2_c2_5r8s2o,0.959845
t2_c2_5r8s3o,0.771754
t2_c2_5r8s4o,1.061464
t2_c2_6r15s3o,1.343256
t2_c2_6r16s5o,1.337506
t2_c2_6r2s1o,0.900628
t2_c2_6r2s2o,0.765956
t2_c2_6r2s3o,0.713570
t2_c2_6r2s5o,0.895373
t2_c2_6r3s1o,0.747764
t2_c2_6r3s2o,0.910015
t2_c2_6r3s3o,1.091656
t2_c2_6r4s1o,1.101861
t2_c2_6r4s2o,1.099698
t2_c2_6r4s2ostride,0.924602
t2_c2_6r4s3o,0.718379
t2_c2_6r4s5o,0.902191
t2_c2_6r5s1o,0.825889
t2_c2_6r5s2o,0.727963
t2_c2_6r5s3o,0.756073
t2_c2_6r7s3o,1.346382
t2_c2_6r8s2o,1.085259
t2_c2_6r8s3o,1.081407
t2_c2_6r8s5o,1.339745
t2_c2_7r4s6o,1.367131
t2_c2_8r2s7o,1.364177
t2_c2_8r4s7o,1.127564
t2_c2_8r8s7o,0.919289
t2_c2_rect0,0.973960
t2_c2_rect1,0.979748
t3_c1_13r3s12o,2.729365
t3_c1_2r128s1o,1.243721
t3_c1_2r16s1o,1.152523
t3_c1_2r256s1o,1.329904
t3_c1_2r2s1o,0.981906
t3_c1_2r32s1o,0.995233
t3_c1_2r4s1o,1.066321
t3_c1_2r64s1o,1.260421
t3_c1_2r8s1o,1.253470
t3_c1_3r127s1o,4.526871
t3_c1_3r16s1o,1.677154
t3_c1_3r16s2o,1.089096
t3_c1_3r2s1o,1.059048
t3_c1_3r2s1orect,1.069632
t3_c1_3r2s2o,1.049763
t3_c1_3r32s1o,3.040889
t3_c1_3r32s2o,0.907461
t3_c1_3r4s1o,0.999981
t3_c1_3r4s2o,0.805166
t3_c1_3r64s1o,4.116938
t3_c1_3r7s1o,1.306125
t3_c1_3r8s1o,1.287753
t3_c1_3r8s2o,1.066252
