name,iterations,real_time,cpu_time,time_unit,bytes_per_second,items_per_second,label,error_occurred,error_message
"BM_tc_2r8s1o_T3_C2",35974676,23.5482,23.5301,ns,,,,,
"BM_tc_2r8s1o_T3_C2",35974676,21.771,21.751,ns,,,,,
"BM_tc_2r8s1o_T3_C2",35974676,16.2372,16.2272,ns,,,,,
"BM_tc_2r8s1o_T3_C2",35974676,16.3035,16.2944,ns,,,,,
"BM_tc_2r8s1o_T3_C2",35974676,16.3083,16.2981,ns,,,,,
"BM_tc_2r8s1o_T3_C2",35974676,16.3737,16.3555,ns,,,,,
"BM_tc_2r8s1o_T3_C2",35974676,16.3589,16.3482,ns,,,,,
"BM_tc_2r8s1o_T3_C2_mean",10,19.7548,19.7392,ns,,,,,
"BM_tc_2r8s1o_T3_C2_median",10,19.0723,19.0533,ns,,,,,
"BM_tc_2r8s1o_T3_C2_stddev",10,3.66318,3.65908,ns,,,,,
"BM_tc_2r8s1o_T3_C2_cv",10,0.185432,0.185371,,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,138.798,138.719,ns,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,179.216,179.043,ns,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,197.962,197.83,ns,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,198.105,197.884,ns,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,197.781,197.637,ns,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,165.651,165.488,ns,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,138.055,137.972,ns,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,138.117,138.038,ns,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,138.217,138.088,ns,,,,,
"BM_tc_2r16s1o_T3_C2",5031342,138.632,138.541,ns,,,,,
"BM_tc_2r16s1o_T3_C2_mean",10,163.053,162.924,ns,,,,,
"BM_tc_2r16s1o_T3_C2_median",10,152.225,152.103,ns,,,,,
"BM_tc_2r16s1o_T3_C2_stddev",10,27.8279,27.7912,ns,,,,,
"BM_tc_2r16s1o_T3_C2_cv",10,0.170667,0.170577,,,,,,
"BM_tc_2r32s1o_T3_C2",285239,2453.75,2451.71,ns,,,,,
"BM_tc_2r32s1o_T3_C2",285239,3518.89,3516.48,ns,,,,,
"BM_tc_2r32s1o_T3_C2",285239,3580.1,3576.83,ns,,,,,
"BM_tc_2r32s1o_T3_C2",285239,3579.26,3576.68,ns,,,,,
"BM_tc_2r32s1o_T3_C2",285239,3583.9,3580.41,ns,,,,,
"BM_tc_2r32s1o_T3_C2",285239,2553.25,2551.6,ns,,,,,
"BM_tc_2r32s1o_T3_C2",285239,2450.15,2448.83,ns,,,,,
"BM_tc_2r32s1o_T3_C2",285239,2451.28,2449.23,ns,,,,,
"BM_tc_2r32s1o_T3_C2",285239,2453.19,2451.78,ns,,,,,
"BM_tc_2r32s1o_T3_C2",285239,2463.2,2461.62,ns,,,,,
"BM_tc_2r32s1o_T3_C2_mean",10,2908.7,2906.52,ns,,,,,
"BM_tc_2r32s1o_T3_C2_median",10,2508.22,2506.61,ns,,,,,
"BM_tc_2r32s1o_T3_C2_stddev",10,566.416,565.758,ns,,,,,
"BM_tc_2r32s1o_T3_C2_cv",10,0.194732,0.194652,,,,,,
"BM_tc_2r64s1o_T3_C2",32340,24831.2,24813.8,ns,,,,,
"BM_tc_2r64s1o_T3_C2",32340,32264.3,32242.9,ns,,,,,
"BM_tc_2r64s1o_T3_C2",32340,32274.4,32244.7,ns,,,,,
"BM_tc_2r64s1o_T3_C2",32340,32275,32243.8,ns,,,,,
"BM_tc_2r64s1o_T3_C2",32340,28567.7,28547.3,ns,,,,,
"BM_tc_2r64s1o_T3_C2",32340,21513.8,21500.9,ns,,,,,
"BM_tc_2r64s1o_T3_C2",32340,21559.9,21541.9,ns,,,,,
"BM_tc_2r64s1o_T3_C2",32340,21612.3,21598.6,ns,,,,,
"BM_tc_2r64s1o_T3_C2",32340,21574.5,21563,ns,,,,,
"BM_tc_2r64s1o_T3_C2",32340,21701.8,21674,ns,,,,,
"BM_tc_2r64s1o_T3_C2_mean",10,25817.5,25797.1,ns,,,,,
"BM_tc_2r64s1o_T3_C2_median",10,23266.5,23243.9,ns,,,,,
"BM_tc_2r64s1o_T3_C2_stddev",10,4975.08,4970.26,ns,,,,,
"BM_tc_2r64s1o_T3_C2_cv",10,0.192702,0.192667,,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.15948,0.159371,ns,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.193016,0.192856,ns,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.193013,0.192875,ns,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.18459,0.184387,ns,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.11271,0.112657,ns,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.113351,0.113248,ns,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.114414,0.114351,ns,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.113508,0.113442,ns,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.115733,0.115621,ns,,,,,
"BM_tc_3r2s1o_T3_C2",6207345835,0.135166,0.135072,ns,,,,,
"BM_tc_3r2s1o_T3_C2_mean",10,0.143498,0.143388,ns,,,,,
"BM_tc_3r2s1o_T3_C2_median",10,0.12545,0.125346,ns,,,,,
"BM_tc_3r2s1o_T3_C2_stddev",10,0.0354183,0.0353795,ns,,,,,
"BM_tc_3r2s1o_T3_C2_cv",10,0.246821,0.24674,,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,63.0561,62.9976,ns,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,63.0443,63.0035,ns,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,63.0276,62.9834,ns,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,63.0629,62.9948,ns,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,63.047,63.0043,ns,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,50.6252,50.5685,ns,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,44.4101,44.3849,ns,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,44.6456,44.6175,ns,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,44.6643,44.6384,ns,,,,,
"BM_tc_3r4s1o_T3_C2",11110770,44.7431,44.7138,ns,,,,,
"BM_tc_3r4s1o_T3_C2_mean",10,54.4326,54.3907,ns,,,,,
"BM_tc_3r4s1o_T3_C2_median",10,56.8264,56.7759,ns,,,,,
"BM_tc_3r4s1o_T3_C2_stddev",10,9.2564,9.24547,ns,,,,,
"BM_tc_3r4s1o_T3_C2_cv",10,0.170052,0.169983,,,,,,
"BM_tc_3r8s1o_T3_C2",730050,967.507,966.461,ns,,,,,
"BM_tc_3r8s1o_T3_C2",730050,966.734,966.06,ns,,,,,
"BM_tc_3r8s1o_T3_C2",730050,1144.71,1143.85,ns,,,,,
"BM_tc_3r8s1o_T3_C2",730050,1308.91,1307.64,ns,,,,,
"BM_tc_3r8s1o_T3_C2",730050,1310.39,1309.49,ns,,,,,
"BM_tc_3r8s1o_T3_C2",730050,1308.5,1307.18,ns,,,,,
"BM_tc_3r8s1o_T3_C2",730050,1238.5,1237.58,ns,,,,,
"BM_tc_3r8s1o_T3_C2",730050,962.371,961.416,ns,,,,,
"BM_tc_3r8s1o_T3_C2",730050,966.78,966.116,ns,,,,,
"BM_tc_3r8s1o_T3_C2",730050,966.151,965.485,ns,,,,,
"BM_tc_3r8s1o_T3_C2_mean",10,1114.05,1113.13,ns,,,,,
"BM_tc_3r8s1o_T3_C2_median",10,1056.11,1055.16,ns,,,,,
"BM_tc_3r8s1o_T3_C2_stddev",10,163.471,163.317,ns,,,,,
"BM_tc_3r8s1o_T3_C2_cv",10,0.146735,0.146719,,,,,,
"BM_tc_3r16s1o_T3_C2",19987,35164.2,35135.9,ns,,,,,
"BM_tc_3r16s1o_T3_C2",19987,35167.9,35142.2,ns,,,,,
"BM_tc_3r16s1o_T3_C2",19987,46586.9,46533.7,ns,,,,,
"BM_tc_3r16s1o_T3_C2",19987,48773.7,48732.8,ns,,,,,
"BM_tc_3r16s1o_T3_C2",19987,48793.6,48741.6,ns,,,,,
"BM_tc_3r16s1o_T3_C2",19987,48459.5,48413.4,ns,,,,,
"BM_tc_3r16s1o_T3_C2",19987,40233.4,40190.5,ns,,,,,
"BM_tc_3r16s1o_T3_C2",19987,34816.9,34793.1,ns,,,,,
"BM_tc_3r16s1o_T3_C2",19987,34836.6,34812.5,ns,,,,,
"BM_tc_3r16s1o_T3_C2",19987,35086.6,35046.1,ns,,,,,
"BM_tc_3r16s1o_T3_C2_mean",10,40791.9,40754.2,ns,,,,,
"BM_tc_3r16s1o_T3_C2_median",10,37700.7,37666.3,ns,,,,,
"BM_tc_3r16s1o_T3_C2_stddev",10,6561.15,6551.68,ns,,,,,
"BM_tc_3r16s1o_T3_C2_cv",10,0.160844,0.160761,,,,,,
"BM_tc_3r32s1o_T3_C2",130,5.5117e+06,5.50743e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2",130,5.49506e+06,5.49174e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2",130,7.76595e+06,7.75744e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2",130,8.41389e+06,8.40654e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2",130,8.41631e+06,8.40688e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2",130,9.68845e+06,9.67745e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2",130,6.6066e+06,6.60251e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2",130,6.62575e+06,6.61925e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2",130,6.63901e+06,6.63273e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2",130,5.42201e+06,5.41763e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2_mean",10,7.05847e+06,7.05196e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2_median",10,6.63238e+06,6.62599e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2_stddev",10,1.45985e+06,1.45745e+06,ns,,,,,
"BM_tc_3r32s1o_T3_C2_cv",10,0.206822,0.206673,,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.129329,0.129207,ns,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.19297,0.192847,ns,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.193062,0.192894,ns,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.193095,0.192913,ns,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.143035,0.142936,ns,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.114336,0.114265,ns,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.114522,0.114412,ns,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.114832,0.114769,ns,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.116609,0.116537,ns,,,,,
"BM_tc_3r2s2o_T3_C2",6059342150,0.114427,0.114328,ns,,,,,
"BM_tc_3r2s2o_T3_C2_mean",10,0.142622,0.142511,ns,,,,,
"BM_tc_3r2s2o_T3_C2_median",10,0.122969,0.122872,ns,,,,,
"BM_tc_3r2s2o_T3_C2_stddev",10,0.0359586,0.0359254,ns,,,,,
"BM_tc_3r2s2o_T3_C2_cv",10,0.252126,0.252089,,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,134.895,134.796,ns,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,142.082,141.951,ns,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,142.034,141.94,ns,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,142.092,141.958,ns,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,95.0501,94.9945,ns,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,92.7816,92.712,ns,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,92.6047,92.5554,ns,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,92.7005,92.6469,ns,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,93.4064,93.3214,ns,,,,,
"BM_tc_3r4s2o_T3_C2",7449768,92.7598,92.7126,ns,,,,,
"BM_tc_3r4s2o_T3_C2_mean",10,112.041,111.959,ns,,,,,
"BM_tc_3r4s2o_T3_C2_median",10,94.2283,94.1579,ns,,,,,
"BM_tc_3r4s2o_T3_C2_stddev",10,24.3991,24.3707,ns,,,,,
"BM_tc_3r4s2o_T3_C2_cv",10,0.21777,0.217676,,,,,,
"BM_tc_3r8s2o_T3_C2",100000,6125.02,6120.9,ns,,,,,
"BM_tc_3r8s2o_T3_C2",100000,6133.76,6127.71,ns,,,,,
"BM_tc_3r8s2o_T3_C2",100000,6130.25,6126.22,ns,,,,,
"BM_tc_3r8s2o_T3_C2",100000,6131.29,6127.15,ns,,,,,
"BM_tc_3r8s2o_T3_C2",100000,6130.96,6126.75,ns,,,,,
"BM_tc_3r8s2o_T3_C2",100000,6134.9,6127.99,ns,,,,,
"BM_tc_3r8s2o_T3_C2",100000,5608.01,5603.95,ns,,,,,
"BM_tc_3r8s2o_T3_C2",100000,4044.12,4041.92,ns,,,,,
"BM_tc_3r8s2o_T3_C2",100000,4081.27,4078.73,ns,,,,,
"BM_tc_3r8s2o_T3_C2",100000,4079.62,4074.74,ns,,,,,
"BM_tc_3r8s2o_T3_C2_mean",10,5459.92,5455.61,ns,,,,,
"BM_tc_3r8s2o_T3_C2_median",10,6127.63,6123.56,ns,,,,,
"BM_tc_3r8s2o_T3_C2_stddev",10,973.807,973.006,ns,,,,,
"BM_tc_3r8s2o_T3_C2_cv",10,0.178356,0.17835,,,,,,
"BM_tc_3r16s2o_T3_C2",39034,17956.3,17945,ns,,,,,
"BM_tc_3r16s2o_T3_C2",39034,17928.8,17918.2,ns,,,,,
"BM_tc_3r16s2o_T3_C2",39034,18060.3,18041.9,ns,,,,,
"BM_tc_3r16s2o_T3_C2",39034,20371.9,20357,ns,,,,,
"BM_tc_3r16s2o_T3_C2",39034,27583.5,27558.9,ns,,,,,
"BM_tc_3r16s2o_T3_C2",39034,27584.8,27563.8,ns,,,,,
"BM_tc_3r16s2o_T3_C2",39034,27601,27573.6,ns,,,,,
"BM_tc_3r16s2o_T3_C2",39034,23505.7,23489.6,ns,,,,,
"BM_tc_3r16s2o_T3_C2",39034,17840.3,17824.9,ns,,,,,
"BM_tc_3r16s2o_T3_C2",39034,17906.3,17895.6,ns,,,,,
"BM_tc_3r16s2o_T3_C2_mean",10,21633.9,21616.8,ns,,,,,
"BM_tc_3r16s2o_T3_C2_median",10,19216.1,19199.5,ns,,,,,
"BM_tc_3r16s2o_T3_C2_stddev",10,4469.94,4464.93,ns,,,,,
"BM_tc_3r16s2o_T3_C2_cv",10,0.206617,0.206549,,,,,,
"BM_tc_3r32s2o_T3_C2",515,1.37351e+06,1.37262e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2",515,1.38896e+06,1.38785e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2",515,1.37297e+06,1.37209e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2",515,2.03523e+06,2.03305e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2",515,2.28508e+06,2.2832e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2",515,2.22744e+06,2.22488e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2",515,2.08838e+06,2.0867e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2",515,1.33726e+06,1.3356e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2",515,1.33921e+06,1.33841e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2",515,1.35786e+06,1.35697e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2_mean",10,1.68059e+06,1.67914e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2_median",10,1.38124e+06,1.38024e+06,ns,,,,,
"BM_tc_3r32s2o_T3_C2_stddev",10,417541,417010,ns,,,,,
"BM_tc_3r32s2o_T3_C2_cv",10,0.248449,0.248348,,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.114176,0.114076,ns,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.116,0.115934,ns,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.14426,0.144129,ns,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.192981,0.192851,ns,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.193044,0.192876,ns,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.193031,0.192884,ns,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.126253,0.126138,ns,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.113352,0.113296,ns,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.113503,0.113446,ns,,,,,
"BM_tc_4r2s1o_T3_C2",6068219391,0.114614,0.114508,ns,,,,,
"BM_tc_4r2s1o_T3_C2_mean",10,0.142121,0.142014,ns,,,,,
"BM_tc_4r2s1o_T3_C2_median",10,0.121127,0.121036,ns,,,,,
"BM_tc_4r2s1o_T3_C2_stddev",10,0.036354,0.0363222,ns,,,,,
"BM_tc_4r2s1o_T3_C2_cv",10,0.255795,0.255765,,,,,,
"BM_tc_4r4s1o_T3_C2",895289,783.996,783.447,ns,,,,,
"BM_tc_4r4s1o_T3_C2",895289,777.598,776.878,ns,,,,,
"BM_tc_4r4s1o_T3_C2",895289,1096.37,1095.56,ns,,,,,
"BM_tc_4r4s1o_T3_C2",895289,1099.78,1098.84,ns,,,,,
"BM_tc_4r4s1o_T3_C2",895289,1100.69,1099.92,ns,,,,,
"BM_tc_4r4s1o_T3_C2",895289,1100.93,1100.11,ns,,,,,
"BM_tc_4r4s1o_T3_C2",895289,838.327,837.492,ns,,,,,
"BM_tc_4r4s1o_T3_C2",895289,774.216,773.787,ns,,,,,
"BM_tc_4r4s1o_T3_C2",895289,774.67,774.062,ns,,,,,
"BM_tc_4r4s1o_T3_C2",895289,776.16,775.698,ns,,,,,
"BM_tc_4r4s1o_T3_C2_mean",10,912.274,911.58,ns,,,,,
"BM_tc_4r4s1o_T3_C2_median",10,811.162,810.47,ns,,,,,
"BM_tc_4r4s1o_T3_C2_stddev",10,162.181,162.051,ns,,,,,
"BM_tc_4r4s1o_T3_C2_cv",10,0.177777,0.17777,,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.08095e+06,2.07923e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.19332e+06,2.19075e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.93485e+06,2.9324e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.93625e+06,2.93292e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.93538e+06,2.93268e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.93628e+06,2.93288e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.08286e+06,2.08115e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.06174e+06,2.06009e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.06507e+06,2.06279e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2",337,2.06304e+06,2.06158e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2_mean",10,2.42897e+06,2.42665e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2_median",10,2.13809e+06,2.13595e+06,ns,,,,,
"BM_tc_4r8s1o_T3_C2_stddev",10,437759,437184,ns,,,,,
"BM_tc_4r8s1o_T3_C2_cv",10,0.180224,0.18016,,,,,,
"BM_tc_4r16s1o_T3_C2",41,1.76521e+07,1.76271e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2",41,2.08034e+07,2.07851e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2",41,2.65168e+07,2.64886e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2",41,2.65406e+07,2.65172e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2",41,2.65352e+07,2.65021e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2",41,2.71844e+07,2.71626e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2",41,2.34315e+07,2.34086e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2",41,2.3486e+07,2.34683e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2",41,2.35692e+07,2.35454e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2",41,1.99729e+07,1.99567e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2_mean",10,2.35692e+07,2.35462e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2_median",10,2.35276e+07,2.35068e+07,ns,,,,,
"BM_tc_4r16s1o_T3_C2_stddev",10,3.24903e+06,3.24668e+06,ns,,,,,
"BM_tc_4r16s1o_T3_C2_cv",10,0.137851,0.137886,,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.193099,0.192908,ns,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.192991,0.192857,ns,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.19302,0.192888,ns,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.193488,0.193255,ns,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.193056,0.192848,ns,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.134555,0.134458,ns,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.114324,0.114262,ns,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.114776,0.114699,ns,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.114332,0.114261,ns,,,,,
"BM_tc_4r2s2o_T3_C2",3629722658,0.114631,0.114578,ns,,,,,
"BM_tc_4r2s2o_T3_C2_mean",10,0.155827,0.155701,ns,,,,,
"BM_tc_4r2s2o_T3_C2_median",10,0.163773,0.163653,ns,,,,,
"BM_tc_4r2s2o_T3_C2_stddev",10,0.0397732,0.0397156,ns,,,,,
"BM_tc_4r2s2o_T3_C2_cv",10,0.255239,0.255076,,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1208.62,1207.86,ns,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1212.1,1210.88,ns,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1251.96,1251.04,ns,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1775.3,1773.77,ns,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1774.96,1773.74,ns,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1775.92,1774.14,ns,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1771.97,1770.67,ns,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1183.67,1182.66,ns,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1203.62,1202.81,ns,,,,,
"BM_tc_4r4s2o_T3_C2",575154,1204.41,1203.64,ns,,,,,
"BM_tc_4r4s2o_T3_C2_mean",10,1436.25,1435.12,ns,,,,,
"BM_tc_4r4s2o_T3_C2_median",10,1232.03,1230.96,ns,,,,,
"BM_tc_4r4s2o_T3_C2_stddev",10,291.634,291.355,ns,,,,,
"BM_tc_4r4s2o_T3_C2_cv",10,0.203052,0.203018,,,,,,
"BM_tc_4r8s2o_T3_C2",9524,73484,73422.2,ns,,,,,
"BM_tc_4r8s2o_T3_C2",9524,73865.6,73816,ns,,,,,
"BM_tc_4r8s2o_T3_C2",9524,80095.4,80021,ns,,,,,
"BM_tc_4r8s2o_T3_C2",9524,110087,110004,ns,,,,,
"BM_tc_4r8s2o_T3_C2",9524,110092,110015,ns,,,,,
"BM_tc_4r8s2o_T3_C2",9524,110159,110052,ns,,,,,
"BM_tc_4r8s2o_T3_C2",9524,101271,101194,ns,,,,,
"BM_tc_4r8s2o_T3_C2",9524,73126.6,73033.5,ns,,,,,
"BM_tc_4r8s2o_T3_C2",9524,73412,73369.6,ns,,,,,
"BM_tc_4r8s2o_T3_C2",9524,73491.5,73444.8,ns,,,,,
"BM_tc_4r8s2o_T3_C2_mean",10,87908.4,87837.2,ns,,,,,
"BM_tc_4r8s2o_T3_C2_median",10,76980.5,76918.5,ns,,,,,
"BM_tc_4r8s2o_T3_C2_stddev",10,17513.3,17499.9,ns,,,,,
"BM_tc_4r8s2o_T3_C2_cv",10,0.199222,0.199231,,,,,,
"BM_tc_4r16s2o_T3_C2",24,2.95054e+07,2.94835e+07,ns,,,,,
"BM_tc_4r16s2o_T3_C2",24,2.89715e+07,2.89532e+07,ns,,,,,
"BM_tc_4r16s2o_T3_C2",24,4.49701e+07,4.49215e+07,ns,,,,,
"BM_tc_4r16s2o_T3_C2",24,4.9987e+07,4.99488e+07,ns,,,,,
"BM_tc_4r16s2o_T3_C2",24,5.00166e+07,4.99649e+07,ns,,,,,
